,DefaultProperty,Descriptor,Designation,DisciplineDescriptor,DisciplineId,FunctionName,HasChild,Location,ManagedType,Name,SubDisciplineDescriptor,SubDisciplineId,SubTypeDescriptor,SubTypeId,SystemId,TypeDescriptor,TypeId,ViewId,_links,Building,Area,Type,PointGroup,Equip,SubEquip1,SubEquip2,PointType
Project:GmsDevice_1_2098247_20971765,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'DOAS'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Cooling demand,80,B10'Area3for2'A'Ahu2'DOAS'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,A,Ahu2,DOAS,,,CDmd
Project:GmsDevice_1_2098247_20971788,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS21.B10'Area3for2'A'Ahu2'FCU'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C1.Cooling demand,80,B10'Area3for2'A'Ahu2'FCU'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,A,Ahu2,FCU,,,CDmd
Project:GmsDevice_1_2098248_20971592,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'DOAS'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Cooling demand,80,B10'Area3for2'A'Ahu3'DOAS'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,A,Ahu3,DOAS,,,CDmd
Project:GmsDevice_1_2098248_20971615,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu3'FCU'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Cooling demand,80,B10'Area3for2'A'Ahu3'FCU'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,A,Ahu3,FCU,,,CDmd
Project:GmsDevice_1_2098248_20971621,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'DOAS'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Cooling demand,80,B10'Area3for2'A'Ahu4'DOAS'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,A,Ahu4,DOAS,,,CDmd
Project:GmsDevice_1_2098248_20971644,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS22.B10'Area3for2'A'Ahu4'FCU'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C2.Cooling demand,80,B10'Area3for2'A'Ahu4'FCU'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,A,Ahu4,FCU,,,CDmd
Project:GmsDevice_1_2098249_20971568,Present_Value,Cooling demand,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS23.B10'Area3for2'C'CGrpPCB'CDmd,Building Automation,50,MonitorStatus,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-HS-L3-01_C3.Cooling demand,80,B10'Area3for2'C'CGrpPCB'CDmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B10,Area3for2,C,CGrpPCB,,,,CDmd
Project:GmsDevice_1_31_12582912,Present_Value,Condensation monitor BR-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor BR-CM-1,80,B10'Area3for2'R'BR'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,BR,,,,CdnMon_1
Project:GmsDevice_1_32_12582913,Present_Value,Condensation monitor HS-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HS'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor HS-CM-1,80,B10'Area3for2'R'HS'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,HS,,,,CdnMon_1
Project:GmsDevice_1_32_12582916,Present_Value,Condensation monitor HRO1-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO1'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor HRO1-CM-1,80,B10'Area3for2'R'HRO1'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,HRO1,,,,CdnMon_1
Project:GmsDevice_1_32_12582922,Present_Value,Condensation monitor HRO2-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRO2'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor HRO2-CM-1,80,B10'Area3for2'R'HRO2'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,HRO2,,,,CdnMon_1
Project:GmsDevice_1_32_12582925,Present_Value,Condensation monitor HRM-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRM'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor HRM-CM-1,80,B10'Area3for2'R'HRM'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,HRM,,,,CdnMon_1
Project:GmsDevice_1_32_12582928,Present_Value,Condensation monitor HRD-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'HRD'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor HRD-CM-1,80,B10'Area3for2'R'HRD'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,HRD,,,,CdnMon_1
Project:GmsDevice_1_33_12582916,Present_Value,Condensation monitor P-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'P'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor P-CM-1,80,B10'Area3for2'R'P'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,P,,,,CdnMon_1
Project:GmsDevice_1_33_12582922,Present_Value,Condensation monitor FO1-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO1'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor FO1-CM-1,80,B10'Area3for2'R'FO1'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,FO1,,,,CdnMon_1
Project:GmsDevice_1_33_12582925,Present_Value,Condensation monitor FO2-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'FO2'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor FO2-CM-1,80,B10'Area3for2'R'FO2'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,FO2,,,,CdnMon_1
Project:GmsDevice_1_33_12582928,Present_Value,Condensation monitor O-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor O-CM-1,80,B10'Area3for2'R'O'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,O,,,,CdnMon_1
Project:GmsDevice_1_34_12582913,Present_Value,Condensation monitor FO3-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'FO3'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor FO3-CM-1,80,B10'Area3for2'R'FO3'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,FO3,,,,CdnMon_1
Project:GmsDevice_1_34_12582916,Present_Value,Condensation monitor FS-CM-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'FS'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor FS-CM-1,80,B10'Area3for2'R'FS'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,FS,,,,CdnMon_1
Project:GmsDevice_1_34_12582921,Present_Value,Condensation monitor HSS-CA-1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'HSS'CdnMon_1,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor HSS-CA-1,80,B10'Area3for2'R'HSS'CdnMon_1,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,HSS,,,,CdnMon_1
Project:GmsDevice_1_31_12582913,Present_Value,Condensation monitor BR-CM-2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'CdnMon_2,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor BR-CM-2,80,B10'Area3for2'R'BR'CdnMon_2,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,BR,,,,CdnMon_2
Project:GmsDevice_1_33_12582917,Present_Value,Condensation monitor P-CM-2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'P'CdnMon_2,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor P-CM-2,80,B10'Area3for2'R'P'CdnMon_2,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,P,,,,CdnMon_2
Project:GmsDevice_1_33_12582929,Present_Value,Condensation monitor O-CM-2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'CdnMon_2,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor O-CM-2,80,B10'Area3for2'R'O'CdnMon_2,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,O,,,,CdnMon_2
Project:GmsDevice_1_33_12582927,Present_Value,Condensation monitor O-CM-3,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'CdnMon_3,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor O-CM-3,80,B10'Area3for2'R'O'CdnMon_3,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,O,,,,CdnMon_3
Project:GmsDevice_1_33_12582931,Present_Value,Condensation monitor O-CM-4,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'CdnMon_4,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor O-CM-4,80,B10'Area3for2'R'O'CdnMon_4,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,O,,,,CdnMon_4
Project:GmsDevice_1_33_12582930,Present_Value,Condensation monitor O-CM-5,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'O'CdnMon_5,Building Automation,50,Monitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Condensation monitor O-CM-5,80,B10'Area3for2'R'O'CdnMon_5,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,O,,,,CdnMon_5
Project:GmsDevice_1_31_20971527,Present_Value,Result of condensation monitor,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Ccg'CdnMon'CdnMonRs,Building Automation,50,ResultMonitor,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Result of condensation monitor,80,B10'Area3for2'R'BR'Ccg'CdnMon'CdnMonRs,Room Control,56,Condenser,2202,1,Detector,2200,9,[],B10,Area3for2,R,BR,Ccg,CdnMon,,CdnMonRs
Project:GmsDevice_1_31_1073741825,Ds1_Group_Number,Ahu operating mode,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Vav100'CenAhuOpMod,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Ahu operating mode,90002,B10'Area3for2'R'BR'Vav100'CenAhuOpMod,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,BR,Vav100,,,CenAhuOpMod
Project:GmsDevice_1_31_1073741826,Ds1_Group_Number,Ahu operating mode,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'Ccg'CenAhuOpMod,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Ahu operating mode,90002,B10'Area3for2'R'BR'Ccg'CenAhuOpMod,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,BR,Ccg,,,CenAhuOpMod
Project:GmsDevice_1_31_1077936128,Ds1_Group_Number,Central Ahu operating mode Ahu 1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'Cen1'GrpA1_CenAhuOpMod'CenAhuOpMod,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central Ahu operating mode Ahu 1,90001,B10'Area3for2'R'Cen1'GrpA1_CenAhuOpMod'CenAhuOpMod,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen1,GrpA1_CenAhuOpMod,,,CenAhuOpMod
Project:GmsDevice_1_32_1077936138,Ds1_Group_Number,Central Ahu operating mode Ahu 2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'Cen2'GrpA2_CenAhuOpMod'CenAhuOpMod,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central Ahu operating mode Ahu 2,90001,B10'Area3for2'R'Cen2'GrpA2_CenAhuOpMod'CenAhuOpMod,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen2,GrpA2_CenAhuOpMod,,,CenAhuOpMod
Project:GmsDevice_1_33_1077936134,Ds1_Group_Number,Central Ahu operating mode Ahu 3,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'Cen3'GrpA3_CenAhuOpMod'CenAhuOpMod,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central Ahu operating mode Ahu 3,90001,B10'Area3for2'R'Cen3'GrpA3_CenAhuOpMod'CenAhuOpMod,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen3,GrpA3_CenAhuOpMod,,,CenAhuOpMod
Project:GmsDevice_1_34_1077936134,Ds1_Group_Number,Central Ahu operating mode Ahu 4,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'Cen4'GrpA4_CenAhuOpMod'CenAhuOpMod,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central Ahu operating mode Ahu 4,90001,B10'Area3for2'R'Cen4'GrpA4_CenAhuOpMod'CenAhuOpMod,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen4,GrpA4_CenAhuOpMod,,,CenAhuOpMod
Project:GmsDevice_1_31_1073741827,Ds1_Group_Number,Central room operating mode,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'RCoo'CenOpMode,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central room operating mode,90002,B10'Area3for2'R'BR'RCoo'CenOpMode,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,BR,RCoo,,,CenOpMode
Project:GmsDevice_1_31_1077936129,Ds1_Group_Number,Central room operating mode Ahu 1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'Cen1'GrpA1_CenOpMode'CenOpMode,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central room operating mode Ahu 1,90001,B10'Area3for2'R'Cen1'GrpA1_CenOpMode'CenOpMode,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen1,GrpA1_CenOpMode,,,CenOpMode
Project:GmsDevice_1_32_1077936139,Ds1_Group_Number,Central room operating mode Ahu 2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'Cen2'GrpA2_CenOpMode'CenOpMode,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central room operating mode Ahu 2,90001,B10'Area3for2'R'Cen2'GrpA2_CenOpMode'CenOpMode,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen2,GrpA2_CenOpMode,,,CenOpMode
Project:GmsDevice_1_33_1077936135,Ds1_Group_Number,Central room operating mode Ahu 3,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'Cen3'GrpA3_CenOpMode'CenOpMode,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central room operating mode Ahu 3,90001,B10'Area3for2'R'Cen3'GrpA3_CenOpMode'CenOpMode,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen3,GrpA3_CenOpMode,,,CenOpMode
Project:GmsDevice_1_34_1077936135,Ds1_Group_Number,Central room operating mode Ahu 4,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'Cen4'GrpA4_CenOpMode'CenOpMode,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central room operating mode Ahu 4,90001,B10'Area3for2'R'Cen4'GrpA4_CenOpMode'CenOpMode,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen4,GrpA4_CenOpMode,,,CenOpMode
Project:GmsDevice_1_31_1073741828,Ds1_Group_Number,Central setpoints,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'BR'HvacUsrReq'CenSp,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central setpoints,90002,B10'Area3for2'R'BR'HvacUsrReq'CenSp,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,BR,HvacUsrReq,,,CenSp
Project:GmsDevice_1_31_1077936130,Ds1_Group_Number,Central setpoints Ahu 1,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'Cen1'GrpA1_CenSp'CenSp,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central setpoints Ahu 1,90001,B10'Area3for2'R'Cen1'GrpA1_CenSp'CenSp,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen1,GrpA1_CenSp,,,CenSp
Project:GmsDevice_1_32_1077936136,Ds1_Group_Number,Central setpoints Ahu 2,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'Cen2'GrpA2_CenSp'CenSp,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central setpoints Ahu 2,90001,B10'Area3for2'R'Cen2'GrpA2_CenSp'CenSp,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen2,GrpA2_CenSp,,,CenSp
Project:GmsDevice_1_33_1077936132,Ds1_Group_Number,Central setpoints Ahu 3,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'Cen3'GrpA3_CenSp'CenSp,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central setpoints Ahu 3,90001,B10'Area3for2'R'Cen3'GrpA3_CenSp'CenSp,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen3,GrpA3_CenSp,,,CenSp
Project:GmsDevice_1_34_1077936132,Ds1_Group_Number,Central setpoints Ahu 4,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'Cen4'GrpA4_CenSp'CenSp,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central setpoints Ahu 4,90001,B10'Area3for2'R'Cen4'GrpA4_CenSp'CenSp,Room Control,56,Unassigned,0,1,Group,3700,9,[],B10,Area3for2,R,Cen4,GrpA4_CenSp,,,CenSp
Project:GmsDevice_1_31_8388608,Present_Value,Central abs_hum_ setpoint for comfort,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA11.B10'Area3for2'R'Cen1'GrpA1_CenSp'CenSpAbsHuCmf,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central abs_hum_ setpoint for comfort,80,B10'Area3for2'R'Cen1'GrpA1_CenSp'CenSpAbsHuCmf,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,Cen1,GrpA1_CenSp,,,CenSpAbsHuCmf
Project:GmsDevice_1_32_8388620,Present_Value,Central abs_hum_ setpoint for comfort,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA12.B10'Area3for2'R'Cen2'GrpA2_CenSp'CenSpAbsHuCmf,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central abs_hum_ setpoint for comfort,80,B10'Area3for2'R'Cen2'GrpA2_CenSp'CenSpAbsHuCmf,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,Cen2,GrpA2_CenSp,,,CenSpAbsHuCmf
Project:GmsDevice_1_33_8388614,Present_Value,Central abs_hum_ setpoint for comfort,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA13.B10'Area3for2'R'Cen3'GrpA3_CenSp'CenSpAbsHuCmf,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central abs_hum_ setpoint for comfort,80,B10'Area3for2'R'Cen3'GrpA3_CenSp'CenSpAbsHuCmf,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,Cen3,GrpA3_CenSp,,,CenSpAbsHuCmf
Project:GmsDevice_1_34_8388614,Present_Value,Central abs_hum_ setpoint for comfort,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.TRA14.B10'Area3for2'R'Cen4'GrpA4_CenSp'CenSpAbsHuCmf,Building Automation,50,,FALSE,Project.Management View:Project.Field Networks.BACnet.Hardware.Automation station.Central abs_hum_ setpoint for comfort,80,B10'Area3for2'R'Cen4'GrpA4_CenSp'CenSpAbsHuCmf,Unassigned,0,Analog,7802,1,Value,7800,9,[],B10,Area3for2,R,Cen4,GrpA4_CenSp,,,CenSpAbsHuCmf
